"star1","star2","star3","star4","star5"
"bibimbop","not_extensive","complainer","resorted","horrifying"
"desires","crustacean","postdates","kellnerin","inconsiderate"
"sturgeon","chandeliers","undeserved","zurück","defensive"
"soothing","georgia","spraying","jaded","pubic"
"sensory","stein","myra","horrible_customer_service","salmonella"
"alarmed","subtly","macdonald","horrible_food","horrified"
"habenero","bao","genial","food_handling","dishwater"
"pinball","roaches","skilfully","roach","grunted"
"backdrop","unethical","bribe","puked","eek"
"trees","unprofessionally","bailed","overcharging","uneatable"
"hunter","infuriated","notification","incompetence","notable_coming"
"intérieur","violations","absolutely_lovely","harassing","not_greet"
"troupe","humiliating","legally","blaming","overcharge"
"ceilings","accusing","softest","theft","sneezed"
"ice_cold_beer","abusive","folder","urine","receipts"
"elegance","surpasses","byblos","decency","microwaved"
"beilagen","unbeatable","detectable","bacteria","fingernail"
"confetti","stupidity","rivalled","poisoned","mouldy"
"chandeliers","charts","rumba","hostile","implying"
"glitz","bully","elixir","voided","apathy"
"wins","disability","coeur","not_received","egregious"
"snowy","crappier","glamour","confrontation","glared"
"not_overwhelmingly","sensational","rebecca","demeaning","remaking"
"pescatarian","fucker","hack","infection","bs"
"puree","eta","schlechte","eek","managerial"
"profiterole","downsides","tingha","marijuana","misinformed"
"transformed","world's","superbly","barked","not_accommodate"
"dainty","underrated","bagging","recooked","not_excuse"
"cruising","fantastically","prejudice","goofing","apathetic"
"cask","caller","lt","bureau","not_suppose"
"trove","okinawa","parallax","misfortune","not_phenomenal"
"eccentric","mattie","respecting","snide","not_trained"
"not_outrageous","meticulous","schwäbisch","grossest","driest"
"shaded","meticulously","elevates","immature","abomination"
"summertime","wast","refrigeration","crappier","mumbling"
"lindsey","sooooooooo","bathe","muttered","reiterated"
"pk","shawn","swan","blench","flippant"
"not_regret","cain","ply","not_suppose","fucker"
"levine","veronica","alarming","presumed","schlechter"
"not_wowed","ronald","defunct","reiterated","pathetically"
"masterfully","lightness","confirms","fucker","accountable"
"pilgrimage","shuts","pew","impolite","expressing"
"not_pushy","rumba","employs","sloppily","sewer"
"charismatic","not_overdone","verne","cocky","retrained"
"unassuming","sprucing","colin","not_polite","attempts"
"mmmmmm","broader","excels","retrained","not_medium"
"potoroo","citron","bevor","not_satisfying","dauerte"
"yummm","vivid","rea","crude","intercom"
"shiloh","floyd","überteuert","not_bbq","distasteful"
"isabel","dedication","cannot_order","not_now","not_satisfying"
"looooove","cozen","asst","screwing","not_bbq"
"alberto","seem_pretty","congratulations","slopped","scathing"
"fave","happy_houri","baffle","unapologetically","sickening"
"istanbul","toro","fragte","culprit","stench"
"not_heavy","pecorino","groom","greasiest","not_above"
"phx","andreas","excruciating","chlorine","unkempt"
"loooove","messaged","diabla","verified","null"
"nomi","situé","maricopa","insipid","aggravated"
"yummiest","registration","generosity","not_again","contempt"
"not_mushy","cheeks","food_hand","microwaveable","rechnung"
"rejoice","bloor","gratitude","verbatim","not_wearing"
"sangiovese","dosage","toughest","banged","culprit"
"tetsu","delights","cannot_find","washer","grudgingly"
"not_overwhelming","franklin","nastiest","royally","thimble"
"xoxo","desires","symptom","not_thoroughly","greasiest"
"absolutely_lovely","groom","argues","odor","wrack"
"opal","gta","idiots","not_remove","unbelted"
"argentinean","petits","confront","boyardee","chlorine"
"testy","not_skimpy","berated","blankly","not_exciting"
"juiciest","shiso","assaulted","crumpled","crooked"
"remiss","accents","scum","boarded","not_inform"
"roberson","ronan","escalated","astounded","unimaginative"
"sprucing","leckeren","min_waiting","spencer","empathetic"
"glamour","fluffier","unparalleled","classless","sighed"
"customizable","poses","poisoned","complainer","wenigstens"
"crux","moderation","voided","indifference","verbatim"
"not_stellar","metered","foodgasm","yawn","accosted"
"healthiest","honourable","not_treat","reappeared","banged"
"salsiccia","continent","unsafe","hostage","hairs"
"365","indonesian","yummmmm","macdonald","unoccupied"
"pleaser","not_overwhelmingly","uneducated","not_accommodating","cops"
"fanciest","gmo","belligerent","laurie","unauthentic"
"not_dried","nettle","desiree","disclosed","royally"
"occupies","mistreated","blissful","not_fix","suckered"
"velvety","super_friendly_staff","not_flavourful","rinsed","not_rare"
"schwäbisch","hateful","empathy","exasperated","hurriedly"
"comprehensive","lindsey","server_dint","not_enjoyable","not_justify"
"dotty","flawlessly","disability","relented","ruder"
"apprécié","marijuana","not_updated","coughed","odor"
"www.yelp.ca","bomb.com","not_wanted","sickeningly","reacted"
"changer","vowing","investor","negligent","antwort"
"gravitate","not_telling","masubi","semblance","swatting"
"not_fabulous","gravlax","crappier","gegangen","not_fluffy"
"reagan","investor","dept","bessere","headset"
"goreng","cutest","flippant","carelessly","not_refilled"
"dosage","faves","attempts","smudge","offending"
"reasonable_priced","precision","rubbish","not_any","shrivelled"
"complimenting","not_above","cremini","greed","not_satisfy"
"not_watered","potoroo","bootleggers","eww","downward"
"enhances","looooove","turd","not_concerned","inattentive_service"
"melded","superlative","toxic","not_back","unpalatable"
"tartness","piquant","not_informed","impatiently","oblivion"
"accents","holies","pasties","gall","unenjoyable"
"shishito","not_overpower","looooove","not_quality","not_provided"
"uninitiated","phx","carla","not_keeping","calculation"
"gropes","favor","delete","gluey","spraying"
"detract","tastings","lemurs","cancellation","reprimanded"
"unctuous","komex","microwaveable","messaged","hostage"
"creperie","waistline","dakota","overstaffed","punished"
"moderation","licious","deathly","grizzle","not_kept"
"metered","pedicure","overweight","pinkish","bribe"
"softness","tranquil","swoon","hätten","leaking"
"bodied","meilleurs","gagging","mislead","knowingly"
"libation","costumers","ruder","paused","wast"
"creamier","regrets","boarded","perfunctory","ponytail"
"gluttony","preserves","astounded","splattered","motions"
"mochiko","leckere","wilting","uninformed","rinsed"
"not_partake","hazelnuts","examine","unreliable","pills"
"envies","absolutely_lovely","costumers","sinewy","declining"
"classique","not_beat","straighten","unfulfilled","fared"
"not_extensive","fabulously","mattie","damaged","disintegrated"
"creatively","argentinean","laughably","irritates","greyish"
"decent_prices","testy","oblivion","not_well","scrawny"
"gb","rivalled","escarole","worst_customer_service","malheureusement"
"tickle","revelation","gassed","worst_experience","aggravating"
"sourcing","45","sludge","disrespected","unresponsive"
"penong","elixir","mahler","roaches","sickeningly"
"gingerbread","tastic","stetson","unethical","durchschnittlich"
"prohibition","shavings","swill","unprofessionally","not_helping"
"purist","fondant","pills","discriminated","negligent"
"agnolotti","homer","exasperated","violations","atrocity"
"watercress","toni","not_intend","inspector","undersized"
"accoutrement","tantalizing","curled","harassment","leaked"
"olivier","brimming","casanova","accountability","blander"
"super_friendly_staff","naomi","bruised","calmly","feelings"
"creamiest","étouffée","didst","humiliating","inconsistently"
"super_friendly_service","natalie","ivan","dishonest","blech"
"unparalleled","dorian","russell","sarcastically","wop"
"unmatched","changer","andreas","not_apologize","carelessly"
"amazeballs","employs","headquarters","liars","not_warrant"
"flawlessly","verne","inordinate","accuse","schlechte"
"not_blow","not_place","verdure","scammed","amends"
"bomb.com","umami","dental","revolting","not_moist"
"brilliantly","excellent_food_service","terry","appalling","dissapointing"
"yummmmm","sazerac","christine","infestation","bagging"
"sydney","favs","threat","mortified","peeved"
"irresistible","staley","disrespected","cussing","verging"
"cutest","travels","confrontational","rotting","profitable"
"not_phenomenal","bibimbop","contacting","not_seating","waaaaaay"
"délicieux","ito","despicable","repulsive","stains"
"cannot_beat","tostadas","food_handling","stomped","eerily"
"kimba","flambé","mistreated","profanity","not_drive"
"sinful","semaine","racial","horrifying","not_knowledgeable"
"precision","intricate","dirtiest","sham","not_marinated"
"convivial","not_watered","unsympathetic","unfriendly_staff","not_keeping"
"bootleggers","mofongo","violently","not_acknowledged","gluey"
"lohnt","refuge","accuse","uneatable","dryly"
"fluffiest","backdrop","cockroaches","not_treat","grinner"
"not_intrusive","unctuous","franchisee","unhelpful","mauves"
"underrated","griddled","thief","jerks","sows"
"super_fast_service","foie","infestation","mouthed","lazily"
"seasonally","harassment","defended","sneezing","not_crisp"
"也","unsympathetic","huffed","receipts","ansons"
"salivate","coho","super_friendly_service","not_arrived","alarming"
"excellently","threaten","threaten","abused","policies"
"duelling","langoustine","demeaning","compassion","not_met"
"gooood","seamlessly","issued","not_treated","irritation"
"dreamy","brilliantly","sneezing","drugs","confirms"
"not_annoying","pampered","yonaka","pompous","overstaffed"
"zulu","joshua","hallelujah","gagged","not_ripe"
"openness","charismatic","inspected","apathy","harden"
"mattie","cannot_beat","abused","egregious","dishevelled"
"readability","kimba","compassion","glared","not_place"
"frails","fab","chitchatting","dismissed","marred"
"bonbon","ninny","implying","bogus","raucous"
"katsudon","not_intrusive","falsely","disability","shrunk"
"genial","offal","bully","infuriating","squarely"
"eldorado","isabel","enttäuschung","sexist","overprice"
"skilfully","seasonally","mmmmmmmm","armpit","überteuert"
"stetson","everytime","unflavorful","misinformed","stubborn"
"anytime","hoovers","not_excuse","not_wanted","not_fabulous"
"generous_portions","hervorragend","exquisitely","unflavorful","conditions"
"bruell","gooood","在","not_receiving","not_moving"
"byblos","swoon","presumed","blandest","monotone"
"coeur","transform","pilgrimage","recook","wrinkled"
"savouring","nomi","eta","not_welcoming","sinewy"
"jaunt","carnivorous","idiotic","retraining","lipton"
"broader","shipwreck","rape","not_returning","flawed"
"zuvorkommend","recognizes","richly","dept","gouging"
"vivid","frails","retrained","not_returned","enforce"
"environmentally","sangiovese","tolls","schlechter","disjointed"
"not_incredible","applause","neglectful","calculator","cheaply"
"not_rushed","bières","offal","accountable","not_due"
"floyd","skilfully","unused","rape","unclear"
"not_rubbery","jessie","disengaged","swearing","damper"
"ecstasy","carnivores","bellman","attempts","haphazard"
"lebowski","escargots","alberto","not_medium","not_mixed"
"foci","byblos","empathetic","discoloured","dilute"
"glee","erica","verbatim","coagulated","worst_food_poisoning"
"seem_pretty","not_shy","accosted","servicio","worst_customer_service"
"homer","farer","busboy","extremely_slow_service","disrespected"
"happy_houri","panoramic","washer","aggravated","roaches"
"parallax","crux","intolerable","brunt","unethical"
"adored","tingha","not_rare","zäh","riddance"
"elegantly","lebowski","favor","thimble","unprofessionally"
"diavola","millie","mocking","entschuldigung","infuriated"
"not_drenched","mcgill","transform","empathetic","fraudulent"
"mcgill","not_dried","figs","not_improve","confrontational"
"chocolates","heartily","crumpled","wenigstens","not_apologetic"
"bruschettas","elevates","headset","shoulders","mismanaged"
"elevates","homesick","relayed","tuff","livid"
"dorian","awaits","meticulous","antwort","cockroach"
"ansons","immune","lindsay","pueblos","despicable"
"woot","bêtes","alleged","acknowledges","disgraceful"
"defunct","afghani","muck","caller","accountability"
"libations","cassava","owes","consolation","vomited"
"itinerary","traditionalist","bonbon","particle","food_handling"
"peachy","diabla","tammy","examine","racial"
"umami","marshmallows","sangiovese","laughably","dishonest"
"modernized","ballroom","gnudi","downward","sarcastically"
"ginormous","nyah","regrettable","undeserved","dirtiest"
"superstar","not_stingy","coughed","oblivion","practices"
"cheeks","gras","testy","tabs","absolutely_terrible_service"
"fraiche","racism","vacate","myra","incompetent"
"candlelight","ewwww","foodies","sludge","not_apologize"
"haggis","not_skip","childish","knowingly","liars"
"favs","fantabulous","alexis","scraps","puked"
"fattiness","elderflower","unopened","hormel","poor_quality_food"
